,Timestamps,Content
800,00:35:26.720 --> 00:35:26.880,Yeah.
801,00:35:27.100 --> 00:35:29.540,"I put it in the chat in case you,"
802,00:35:29.720 --> 00:35:30.760,in case anybody wants it.
803,00:35:30.840 --> 00:35:31.000,"Well,"
804,00:35:31.060 --> 00:35:31.380,"you know,"
805,00:35:31.380 --> 00:35:32.160,"now with,"
806,00:35:32.240 --> 00:35:34.100,"with artificial intelligence,"
807,00:35:34.100 --> 00:35:38.620,you can put any English text into a translator and it'll give you a very
808,00:35:38.620 --> 00:35:39.660,nice translation.
809,00:35:39.840 --> 00:35:40.020,"Well,"
810,00:35:40.660 --> 00:35:41.100,"at least,"
811,00:35:41.180 --> 00:35:42.040,"at least as a,"
812,00:35:42.160 --> 00:35:43.600,just to give you a general idea.
813,00:35:44.220 --> 00:35:44.620,Oh yeah.
814,00:35:45.060 --> 00:35:45.300,Yeah.
815,00:35:45.360 --> 00:35:45.800,"You don't want to,"
816,00:35:45.840 --> 00:35:47.200,"you don't want to make it the last,"
817,00:35:47.420 --> 00:35:48.980,"the last word on something,"
818,00:35:49.080 --> 00:35:50.980,but just as an opening.
819,00:35:51.160 --> 00:35:51.380,"I mean,"
820,00:35:51.380 --> 00:35:51.640,"you know,"
821,00:35:51.640 --> 00:35:52.160,"you have to be,"
822,00:35:52.260 --> 00:35:54.020,you have to be cautious.
823,00:35:54.020 --> 00:35:56.060,"You don't want to jump to conclusions based on,"
824,00:35:56.060 --> 00:35:58.660,"based on artificial translation,"
825,00:35:58.860 --> 00:35:59.420,"but we have,"
826,00:35:59.500 --> 00:36:01.520,"we have some lectures on,"
827,00:36:01.620 --> 00:36:02.580,"on the web,"
828,00:36:02.760 --> 00:36:02.920,"the,"
829,00:36:03.140 --> 00:36:03.280,"yeah,"
830,00:36:03.280 --> 00:36:04.060,the YouTube channel.
831,00:36:04.300 --> 00:36:07.740,The website also has other things like translations.
832,00:36:08.440 --> 00:36:08.960,"And,"
833,00:36:09.180 --> 00:36:09.580,"you know,"
834,00:36:09.580 --> 00:36:13.860,we have courses at Holy Cross that are open to outside applicants.
835,00:36:13.860 --> 00:36:17.620,"So if anyone wants to sign up to take a,"
836,00:36:17.620 --> 00:36:19.260,"to take a course at Holy Cross,"
837,00:36:19.260 --> 00:36:21.220,we have online courses.
838,00:36:22.100 --> 00:36:22.360,"One of the,"
839,00:36:22.360 --> 00:36:26.960,one of the courses we're teaching is in the fall is introduction to church
840,00:36:26.960 --> 00:36:31.440,fathers and also a course on St.
841,00:36:31.480 --> 00:36:31.740,"Gregory,"
842,00:36:31.800 --> 00:36:33.400,the theologian on his orations.
843,00:36:34.260 --> 00:36:37.320,And so you can even audit the class.
844,00:36:37.420 --> 00:36:37.940,"So you don't,"
845,00:36:38.080 --> 00:36:38.220,"you know,"
846,00:36:38.240 --> 00:36:39.440,"if your English is not great,"
847,00:36:39.440 --> 00:36:40.580,"but it's,"
848,00:36:40.760 --> 00:36:42.400,"you're able to follow along,"
849,00:36:42.540 --> 00:36:45.300,"you can audit the class so that you don't have to do the,"
850,00:36:46.180 --> 00:36:46.400,"do,"
851,00:36:46.560 --> 00:36:47.880,"do all the work necessarily,"
852,00:36:47.880 --> 00:36:50.820,but you're able to follow the lectures and participate.
853,00:36:50.940 --> 00:36:53.080,Okay.
854,00:36:53.880 --> 00:36:54.420,Okay.
855,00:36:54.420 --> 00:36:54.720,Okay.
856,00:36:55.400 --> 00:36:55.500,Thank you.
857,00:36:55.560 --> 00:36:55.960,Okay.
858,00:36:55.960 --> 00:36:56.460,Thank you.
859,00:36:56.460 --> 00:36:56.760,Okay.
860,00:36:56.900 --> 00:36:56.980,Goodbye.
861,00:36:57.100 --> 00:36:57.320,Bye.
862,00:36:57.380 --> 00:36:57.600,Bye.
863,00:36:57.600 --> 00:36:57.920,Bye.
864,00:36:57.920 --> 00:36:58.280,Bye.
865,00:36:58.380 --> 00:36:58.760,Bye.
866,00:36:58.760 --> 00:36:58.920,Bye.
867,00:36:59.120 --> 00:36:59.320,Bye.
868,00:37:00.480 --> 00:37:01.020,Bye.
869,00:37:01.220 --> 00:37:01.780,Bye.
870,00:37:02.000 --> 00:37:02.400,Bye.
871,00:37:02.520 --> 00:37:04.520,Bye.
872,00:37:04.640 --> 00:37:05.200,Bye.
873,00:37:06.460 --> 00:37:06.780,Bye.
874,00:37:08.420 --> 00:37:08.520,Bye.
875,00:37:08.520 --> 00:37:08.580,Bye.
876,00:37:08.740 --> 00:37:09.160,Bye.
877,00:37:09.160 --> 00:37:09.640,Bye.
878,00:37:09.740 --> 00:37:09.760,Bye.
879,00:37:09.760 --> 00:37:10.660,Bye.
880,00:37:10.680 --> 00:37:10.740,Bye.
881,00:37:10.740 --> 00:37:10.920,Bye.
882,00:37:11.440 --> 00:37:11.740,Bye.
883,00:37:11.740 --> 00:37:12.240,Bye.
884,00:37:12.240 --> 00:37:12.800,Bye.
885,00:37:12.840 --> 00:37:13.100,Bye.
886,00:37:13.240 --> 00:37:13.860,Bye.
887,00:37:14.120 --> 00:37:14.720,Bye.
888,00:37:14.940 --> 00:37:15.120,Bye.
889,00:37:15.240 --> 00:37:15.720,Bye.
890,00:37:15.760 --> 00:37:16.580,Bye.
891,00:37:17.620 --> 00:37:17.820,Bye.
892,00:37:17.820 --> 00:37:18.160,Bye.
893,00:37:19.780 --> 00:37:20.040,Bye.
894,00:37:20.040 --> 00:37:20.380,Bye.
895,00:37:20.380 --> 00:37:20.800,Bye.
896,00:00:00.000 --> 00:00:00.840,might write a little bit.
897,00:00:02.120 --> 00:00:02.700,"Yeah, okay."
898,00:00:04.000 --> 00:00:05.000,Do I have another question?
899,00:00:05.420 --> 00:00:08.400,I think I just go continue for that.
900,00:00:10.400 --> 00:00:11.600,Do I have another question?
901,00:00:11.600 --> 00:00:13.100,"So we just, okay."
902,00:00:14.000 --> 00:00:17.180,"Do we have a, yeah, so I think,"
903,00:00:17.300 --> 00:00:19.340,"yes, thank you very much, Dr. Pino."
904,00:00:19.520 --> 00:00:21.040,I think it's very good.
905,00:00:21.460 --> 00:00:22.980,"There are people also ask,"
906,00:00:23.580 --> 00:00:26.520,"do you have a YouTube in your patristic,"
907,00:00:27.160 --> 00:00:29.480,in your platform?
908,00:00:30.000 --> 00:00:31.220,The YouTube platform?
909,00:00:31.740 --> 00:00:35.420,"Some people ask, how to say,"
910,00:00:36.140 --> 00:00:38.860,"did he, did the book in English translated"
911,00:00:38.860 --> 00:00:41.560,is Wounded of Love?
912,00:00:41.960 --> 00:00:44.460,Is this Wounded by St. Porphyros?
913,00:00:44.760 --> 00:00:45.760,"Yeah, I don't know."
914,00:00:46.140 --> 00:00:46.460,"Oh, no."
915,00:00:47.080 --> 00:00:47.560,Do you come back?
916,00:00:47.700 --> 00:00:49.100,"Yeah, can you see this book?"
917,00:00:49.280 --> 00:00:52.060,"Yeah, is this book Wounded by Love?"
918,00:00:52.860 --> 00:00:54.280,"Okay, wait for a moment."
919,00:00:54.620 --> 00:00:56.880,I will make you available to share.
920,00:00:57.260 --> 00:00:57.960,Just wait for a moment.
921,00:00:57.960 --> 00:01:00.520,"Yeah, you can, you can, you can share now."
922,00:01:00.660 --> 00:01:01.960,"And so avoiding,"
923,00:01:02.160 --> 00:01:05.000,"oh, someone already sent the,"
924,00:01:05.240 --> 00:01:05.460,yeah.
925,00:01:05.520 --> 00:01:06.480,You don't want the courses.
926,00:01:07.240 --> 00:01:08.020,"Someone, someone else."
927,00:01:08.020 --> 00:01:18.160,"We can reach out to us like,N"
928,00:01:18.160 --> 00:01:18.720,"best, one."
929,00:01:18.800 --> 00:01:19.620,"Guess who's there,"
930,00:01:19.620 --> 00:01:20.980,"we can, and we can see,"
931,00:01:21.060 --> 00:01:22.100,"you can see,"
932,00:01:22.100 --> 00:01:22.820,they say something to see
933,00:01:22.820 --> 00:01:25.780,as much as you're watching.
934,00:01:25.960 --> 00:01:26.880,"Yeah, that sounds like."
935,00:00:00.000 --> 00:00:18.400,yeah yeah that's true that's true yeah okay thank you
936,00:00:00.000 --> 00:00:00.840,"Yeah, yeah, yeah."
937,00:00:00.840 --> 00:00:01.660,One of them.
938,00:00:01.660 --> 00:00:02.500,Wonderful.
939,00:00:00.000 --> 00:00:04.000,"No, I think this way is better."
940,00:00:04.000 --> 00:00:14.000,The problem is how do you know their translation is correct or just misunderstood?
