,Timestamps,Content
847,00:36:53.160 --> 00:36:56.720,给穆斯林施起
848,00:36:56.720 --> 00:36:57.760,让她们皈依基督教
849,00:36:57.760 --> 00:36:58.720,很愤怒
850,00:36:58.720 --> 00:37:00.860,所以就是当时的奥斯曼当局
851,00:37:00.860 --> 00:37:02.160,就把费劳队给处死
852,00:37:02.160 --> 00:37:07.260,另外就是在和穆斯林的法律冲突中
853,00:37:07.260 --> 00:37:08.460,不能在法庭上作证
854,00:37:08.460 --> 00:37:11.220,这是对基督徒非常不利的
855,00:37:11.220 --> 00:37:13.360,因为你不能就是作证的话
856,00:37:13.360 --> 00:37:16.400,那即使是你占领的话
857,00:37:16.400 --> 00:37:19.220,最后肯定法院也倾向于穆斯林
858,00:37:19.220 --> 00:37:20.460,我可以看到
859,00:37:20.460 --> 00:37:22.280,这是其中的某些限制
860,00:37:22.280 --> 00:37:23.220,还有其他的限制
861,00:37:23.220 --> 00:37:29.760,所以当时还是有很多新殉道者的
862,00:37:29.760 --> 00:37:33.520,这是一幅希腊的新殉道者
863,00:37:33.520 --> 00:37:36.120,圣像新殉道者
864,00:37:36.120 --> 00:37:40.120,就是在一般指的
865,00:37:40.120 --> 00:37:45.060,就是在东罗马后期
866,00:37:45.060 --> 00:37:48.480,就是受穆斯林统治的地区
867,00:37:48.480 --> 00:37:53.720,还有就是东罗马灭亡之后新的殉道者
868,00:37:53.720 --> 00:37:54.540,但是说实话
869,00:37:54.540 --> 00:37:58.720,就是在奥斯曼帝国统治的几百年
870,00:37:58.720 --> 00:38:02.180,死于奥斯曼之首的新殉道者
871,00:38:02.180 --> 00:38:03.720,其实倒也不是很多
872,00:38:03.720 --> 00:38:04.480,有几百倍
873,00:38:04.480 --> 00:38:07.140,但是在几百年来不是非常多
874,00:38:07.140 --> 00:38:08.440,就是跟之后
875,00:38:08.440 --> 00:38:16.500,就是像20世纪被共产主义杀死的苏联的殉道者
876,00:38:16.500 --> 00:38:18.680,那都是成千上万相比
877,00:38:18.680 --> 00:38:19.680,确实不是很多
878,00:38:19.680 --> 00:38:23.680,就是像我们庚子年的晚期的义和团运动
879,00:38:23.680 --> 00:38:28.920,那我们当时在北京也有几百位的俄罗斯传教团的东正教徒殉道
880,00:38:28.920 --> 00:38:32.840,所以就是说在整个的就是奥斯曼时期的殉道者
881,00:38:32.840 --> 00:38:34.920,其实不是特别多
882,00:38:34.920 --> 00:38:36.920,但是就是作为殉道者
883,00:38:36.920 --> 00:38:38.080,就是我们也纪念他们
884,00:38:38.080 --> 00:38:40.920,他们在希腊非常有名
885,00:38:40.920 --> 00:38:44.860,殉道的原因不同
886,00:38:44.860 --> 00:38:52.220,但是一般就是一些基督徒被要求皈依穆斯林
887,00:38:52.220 --> 00:38:54.580,或者就是皈依穆斯林之后
888,00:38:54.580 --> 00:38:57.160,又重新皈依基督教了
889,00:38:57.160 --> 00:38:59.520,然后穆斯林让他们叛教
890,00:38:59.520 --> 00:39:01.920,就是不肯放弃基督教信仰
891,00:39:01.920 --> 00:39:02.960,被处死
892,00:39:02.960 --> 00:39:08.620,大部分殉道者殉道原因都是如此
893,00:39:08.620 --> 00:39:15.280,当时的政教神志员对奥斯曼当局的态度也非常的复杂
894,00:39:15.280 --> 00:39:16.660,一方面支持合作
895,00:39:16.660 --> 00:39:21.380,像我们刚刚谈到的奥斯曼帝国统治时期的第一位军人坦定保幕手
896,00:39:21.380 --> 00:39:22.220,盖南丢死
897,00:39:22.220 --> 00:39:25.720,甚至有赞美的声音
898,00:39:25.720 --> 00:39:30.460,但是赞美奥斯曼当局不是他们觉得奥斯曼当局有多么的好
899,00:39:30.460 --> 00:39:34.020,很多时候是受到了反西方主义的影响
900,00:39:34.020 --> 00:39:38.320,就是他们当时很多的东正教的主教
901,00:39:38.320 --> 00:39:40.920,他们认为西方拉丁教会非常邪恶
902,00:39:40.920 --> 00:39:45.980,就是认为即使奥斯曼帝国是穆斯林统治
903,00:39:45.980 --> 00:39:49.280,但是至少保护他们免受西方的影响
904,00:39:49.280 --> 00:39:54.420,所以甚至有的主教认为这是上帝的恩赐
905,00:39:54.420 --> 00:39:58.660,让他们成为了伟大奥斯曼帝国的臣民
906,00:39:58.660 --> 00:40:01.760,而且整体上奥斯曼帝国对他们干涉不多
907,00:40:01.760 --> 00:40:04.360,就是还是比较自由的
908,00:40:04.360 --> 00:40:06.720,但是另一方面呢
909,00:40:06.720 --> 00:40:09.420,就是受到西方的影响
910,00:40:09.420 --> 00:40:16.060,当时很多高层的希腊的知识分子
911,00:40:16.060 --> 00:40:20.700,积极的东正教的基督徒
912,00:40:20.700 --> 00:40:26.360,因为他们是当时奥斯曼帝国跟西方通商
913,00:40:26.360 --> 00:40:29.440,进行商业往来的主要的势力
914,00:40:29.440 --> 00:40:34.900,而且当时其实就是目前希腊的领土
915,00:40:34.900 --> 00:40:38.000,当时也不是全部被奥斯曼帝国统治了
916,00:40:38.000 --> 00:40:42.700,比如说克里特岛还是在威尼斯的殖民统治下
917,00:40:42.700 --> 00:40:46.160,后来18世纪才成为了奥斯曼的领土
918,00:40:46.160 --> 00:40:49.000,然后像埃尔尼纳海中的克福岛
919,00:40:49.000 --> 00:40:51.680,一直都没有被奥斯曼统治
920,00:40:51.680 --> 00:40:55.520,后来从威尼斯统治成为了英法共国
921,00:40:55.520 --> 00:40:59.200,然后后来又成为了希腊的领土
922,00:40:59.200 --> 00:41:00.600,在希腊独立之后
923,00:41:00.600 --> 00:41:03.960,所以当时可以说是
924,00:41:03.960 --> 00:41:08.860,希腊的很多东正教徒
925,00:41:08.860 --> 00:41:11.020,平信徒和神圣人员
926,00:41:11.020 --> 00:41:14.380,他们是奥斯曼当局跟西方交流的一个媒介
927,00:41:14.380 --> 00:41:17.100,所以很自然的就受到西方的影响
928,00:41:17.100 --> 00:41:22.540,因为当时西方也很流行
929,00:41:22.540 --> 00:41:24.860,文艺复兴启蒙运动
930,00:41:24.860 --> 00:41:26.740,就是去研究古希腊的经典
931,00:41:26.740 --> 00:41:30.060,就很多希腊人受到西方的影响
932,00:41:30.060 --> 00:41:34.240,就是觉得我们要建立一个
933,00:41:34.240 --> 00:41:36.660,以希腊人为主导的国家
934,00:41:36.660 --> 00:41:38.760,希腊就认为我们
935,00:41:38.760 --> 00:41:42.840,是有古希腊文明传承的
936,00:41:42.840 --> 00:41:48.180,但是这个是受到当时西方的影响
937,00:41:48.180 --> 00:41:49.960,产生来的思潮
938,00:41:49.960 --> 00:41:53.160,在东罗马后期不是没有
939,00:41:53.160 --> 00:41:55.720,但是主要是在奥斯曼时期
940,00:41:55.720 --> 00:41:56.980,受到西方的影响
941,00:41:56.980 --> 00:41:59.920,所以当时的一些主教神圣人员
942,00:41:59.920 --> 00:42:02.560,也加入到了
943,00:42:02.560 --> 00:42:03.920,就是传播民族主义
944,00:42:03.920 --> 00:42:07.860,西方启蒙主义的潮流
945,00:42:07.860 --> 00:42:11.200,加入到了这个运动
946,00:42:11.200 --> 00:42:20.820,所以当时的这种西方的影响
947,00:42:20.820 --> 00:42:23.040,最终导致了希腊独立战争
948,00:42:23.040 --> 00:42:24.360,我们刚刚谈到
949,00:42:24.360 --> 00:42:27.200,一个原因就是希腊传统的
950,00:42:27.200 --> 00:42:28.280,正教基督徒既既参与
951,00:42:28.280 --> 00:42:29.880,与西方世界的贸力
952,00:42:29.880 --> 00:42:31.980,西方启蒙思想的影响
953,00:42:31.980 --> 00:42:33.780,另外就是秘密社团的流行
954,00:42:33.780 --> 00:42:36.400,一些跟共集会有关的秘密社团
955,00:42:36.400 --> 00:42:39.520,比如说当时俄罗斯帝国的重要港口
956,00:42:39.520 --> 00:42:40.140,奥德萨
957,00:42:40.140 --> 00:42:40.820,黑海盐
958,00:42:40.820 --> 00:42:42.120,奥德萨的友谊社
959,00:42:42.120 --> 00:42:45.380,当时的俄罗斯帝国有很多希腊移民
960,00:42:45.380 --> 00:42:46.520,希腊民族
961,00:42:46.520 --> 00:42:50.200,就是他们通过这些秘密社团
962,00:42:50.200 --> 00:42:52.700,来传播希腊独立的思想
963,00:42:52.700 --> 00:42:54.860,然后最后在
964,00:42:54.860 --> 00:42:56.840,因法额列强的支援下
965,00:42:56.840 --> 00:42:57.900,因为这些西方列强
966,00:42:57.900 --> 00:43:03.320,也希望推动希腊独立来削弱奥斯曼帝国
967,00:43:03.320 --> 00:43:04.980,所以他们的支援下
968,00:43:04.980 --> 00:43:07.440,希腊
969,00:43:07.440 --> 00:43:11.860,其实是在
970,00:43:11.860 --> 00:43:14.420,就是现在罗马尼亚
971,00:43:14.420 --> 00:43:17.540,就是在多瑙河一北
972,00:43:17.540 --> 00:43:18.900,就是瓦拉吉亚公国
973,00:43:18.900 --> 00:43:21.700,摩尔多瓦公国
974,00:43:21.700 --> 00:43:24.900,这些之后罗马尼亚的领土的一些希腊族
975,00:43:24.900 --> 00:43:26.560,他们最前
976,00:43:26.560 --> 00:43:29.820,反叛奥斯曼帝国
977,00:43:29.820 --> 00:43:32.540,但是很快就是传到了南部
978,00:43:32.540 --> 00:43:35.100,就是巴尔干南部
979,00:43:35.100 --> 00:43:38.320,当时也获得了一些
980,00:43:38.320 --> 00:43:39.320,不是所有的主教
981,00:43:39.320 --> 00:43:41.400,但是也获得了一些东西教主教的支持
982,00:43:41.400 --> 00:43:44.320,当时帕特雷旧城主教热尔曼三世
983,00:43:44.320 --> 00:43:46.200,就发表演讲
984,00:43:46.200 --> 00:43:47.500,公开支持
985,00:43:47.500 --> 00:43:54.160,希腊人争取独立运动
986,00:43:54.160 --> 00:43:57.320,反抗奥斯曼当局
987,00:43:57.320 --> 00:43:59.600,巴尼亚巴特
988,00:43:59.600 --> 00:44:01.500,就是这位主教
989,00:44:01.500 --> 00:44:03.080,盖克曼奥斯盖玛
990,00:44:03.080 --> 00:44:04.600,日尔曼三世
991,00:44:04.600 --> 00:44:07.460,所以3月25日
992,00:44:07.460 --> 00:44:10.320,也是东正教的圣母领包节
993,00:44:10.320 --> 00:44:12.180,就被当作希腊的国庆
994,00:44:12.180 --> 00:44:15.160,就下个国庆定位哪一天呢
995,00:44:15.160 --> 00:44:18.640,他不是就是在那个多脑河流域
996,00:44:18.640 --> 00:44:24.160,希腊族最早反叛奥斯曼当局的那一天
997,00:44:24.160 --> 00:44:25.180,而是
998,00:44:25.180 --> 00:44:29.000,帕特雷主教在波罗本尼萨半岛
999,00:44:29.000 --> 00:44:31.700,发表演说支持
1000,00:44:31.700 --> 00:44:35.640,希腊人争取独立战争的这一天
1001,00:44:35.640 --> 00:44:39.460,所以也能看到
1002,00:44:39.460 --> 00:44:40.380,希腊的独立战争
1003,00:44:40.380 --> 00:44:41.760,跟东正教的关系
1004,00:44:41.760 --> 00:44:42.480,非常紧密
1005,00:44:42.480 --> 00:44:43.560,虽然当时不是说
1006,00:44:43.560 --> 00:44:44.540,整个东正教会
1007,00:44:44.540 --> 00:44:46.500,都支持希腊独立
1008,00:44:46.500 --> 00:44:49.460,我们可以看到
1009,00:44:49.460 --> 00:44:50.580,现在希腊国企上
1010,00:44:50.580 --> 00:44:53.620,也是有东正教的十字架的
1011,00:44:53.620 --> 00:44:57.860,就是在希腊独立以后
1012,00:44:57.860 --> 00:44:59.020,因为当时的
1013,00:44:59.020 --> 00:45:00.540,周恩塔利保牧首
1014,00:45:00.540 --> 00:45:02.100,依然是在
1015,00:45:02.100 --> 00:45:04.180,奥斯曼帝国的统治下
1016,00:45:04.180 --> 00:45:08.000,所以当时也是受到西方的策动
1017,00:45:08.000 --> 00:45:09.020,影响
1018,00:45:09.020 --> 00:45:13.840,希腊当时成立了自主的东正教会
1019,00:45:13.840 --> 00:45:17.040,在1833年
1020,00:45:17.040 --> 00:45:17.400,一开始
1021,00:45:17.400 --> 00:45:19.240,军人产丁保牧首是不承认的
1022,00:45:19.240 --> 00:45:20.880,因为从他那里分裂了
1023,00:45:20.880 --> 00:45:22.180,但是最后就是
1024,00:45:22.180 --> 00:45:24.920,通过一些谈判
1025,00:45:24.920 --> 00:45:27.620,军人产丁保牧首也妥协了
1026,00:45:27.620 --> 00:45:29.380,1850年
1027,00:45:29.380 --> 00:45:35.500,承认了希腊独立的教会
1028,00:45:35.500 --> 00:45:39.980,后来受到希腊独立的影响
1029,00:45:39.980 --> 00:45:41.160,当时很多的
1030,00:45:41.160 --> 00:45:44.180,以东正教为主的
1031,00:45:44.180 --> 00:45:46.220,巴尔干的国家也纷纷的独立
1032,00:45:46.220 --> 00:45:47.660,19世纪
1033,00:45:47.660 --> 00:45:48.720,像保加利亚
1034,00:45:48.720 --> 00:45:51.240,当时在沙皇俄国的支持下
1035,00:45:51.240 --> 00:45:54.580,在19世纪末期也独立了
1036,00:45:54.580 --> 00:45:58.800,然后随着保加利亚的独立建国
1037,00:45:58.800 --> 00:46:01.180,保加利亚政教会
1038,00:46:01.180 --> 00:46:06.960,也宣布脱离军人产丁保牧首
1039,00:46:06.960 --> 00:46:11.020,军人产丁保牧首不愿意承认
1040,00:46:11.020 --> 00:46:16.240,所以1872年到1944年
1041,00:46:16.240 --> 00:46:18.520,保加利亚政教会和军人产丁保
1042,00:46:18.520 --> 00:46:20.480,政教会处于分裂的状态
1043,00:46:20.480 --> 00:46:21.200,所以我们可以看到
1044,00:46:21.200 --> 00:46:22.780,现在东正教会
1045,00:46:22.780 --> 00:46:24.160,因为乌克兰的问题
1046,00:46:24.160 --> 00:46:25.040,有一些矛盾
1047,00:46:25.040 --> 00:46:28.420,就是现在莫斯科牧首
1048,00:46:28.420 --> 00:46:29.360,军人产丁保牧首
1049,00:46:29.360 --> 00:46:32.560,就是也是暂停了盛残共荣
1050,00:46:32.560 --> 00:46:33.760,但是其实历史上
1051,00:46:33.760 --> 00:46:34.980,有很多这种
1052,00:46:34.980 --> 00:46:37.540,东正教各个教派
1053,00:46:37.540 --> 00:46:38.700,出于各种
1054,00:46:38.700 --> 00:46:41.920,主要是受到政治影响
1055,00:46:41.920 --> 00:46:45.040,矛盾其实历史上有很多
1056,00:46:45.040 --> 00:46:46.900,但是整体上
1057,00:46:46.900 --> 00:46:47.800,就是东正教会
1058,00:46:47.800 --> 00:46:48.980,从古到尽
1059,00:46:48.980 --> 00:46:51.660,虽然比如说某些教会
1060,00:46:51.660 --> 00:46:57.040,会有一些矛盾在某段时间分裂
1061,00:46:57.040 --> 00:46:58.320,但是整体上
1062,00:46:58.320 --> 00:47:00.180,东正教作为一个整体
1063,00:47:00.180 --> 00:47:02.660,可以说一直上是持续到现在
1064,00:47:02.660 --> 00:47:04.380,所以我觉得现在也不要
1065,00:47:04.380 --> 00:47:06.180,太多的
1066,00:47:06.180 --> 00:47:08.820,就是夸大现在分裂的重要性
1067,00:47:08.820 --> 00:47:10.680,因为东正教作为一个整体
1068,00:47:10.680 --> 00:47:12.180,就是现在还是合一的
1069,00:47:12.180 --> 00:47:16.420,还要谈到一下
1070,00:47:16.420 --> 00:47:18.480,就是俄罗斯帝国在东正教
1071,00:47:18.480 --> 00:47:19.780,实际上的领导作用
1072,00:47:19.780 --> 00:47:23.480,当时唯一一个
1073,00:47:23.480 --> 00:47:26.360,就是没有被穆斯林统治的
1074,00:47:26.360 --> 00:47:28.040,东正教国家就是俄罗斯
1075,00:47:28.040 --> 00:47:32.700,而当时俄罗斯帝国
1076,00:47:32.700 --> 00:47:35.000,跟奥斯曼帝国统治下的
1077,00:47:35.000 --> 00:47:36.860,正教徒的联系
1078,00:47:36.860 --> 00:47:38.080,十分紧密
1079,00:47:38.080 --> 00:47:43.560,可以看到这些重要的几条
1080,00:47:43.560 --> 00:47:44.820,我归纳了几条
1081,00:47:44.820 --> 00:47:46.160,第一条废除木首师
1082,00:47:46.160 --> 00:47:50.360,16世纪当时
1083,00:47:50.360 --> 00:47:53.040,随着俄罗斯教会的发展
1084,00:47:53.040 --> 00:47:55.580,当时成立了
1085,00:47:56.780 --> 00:47:59.540,莫斯科牧首区
1086,00:47:59.540 --> 00:48:00.540,就是莫斯科
1087,00:48:00.540 --> 00:48:03.200,与全俄罗斯的
1088,00:48:03.200 --> 00:48:04.920,都主教
1089,00:48:04.920 --> 00:48:07.720,他成为了
1090,00:48:07.720 --> 00:48:09.080,莫斯科牧首
1091,00:48:09.080 --> 00:48:12.640,但是在彼得大帝统治时期
1092,00:48:12.640 --> 00:48:14.380,也就是受到了西方的影响
1093,00:48:14.380 --> 00:48:15.480,普鲁士
1094,00:48:15.480 --> 00:48:16.660,路德宗的影响
1095,00:48:16.660 --> 00:48:17.920,就彼得大帝认为
1096,00:48:17.920 --> 00:48:19.260,国家应该
1097,00:48:19.260 --> 00:48:22.680,来控制教会
1098,00:48:22.680 --> 00:48:24.380,就不应该让东正教会
1099,00:48:24.380 --> 00:48:25.280,权力那么大
1100,00:48:25.280 --> 00:48:28.780,就是跟国家一起来
1101,00:48:28.780 --> 00:48:29.560,统治社会
1102,00:48:29.560 --> 00:48:31.100,所以在
1103,00:48:31.100 --> 00:48:33.600,当时的莫斯科牧首
1104,00:48:33.600 --> 00:48:34.460,去世之后
1105,00:48:34.460 --> 00:48:36.720,有一段空缺期
1106,00:48:36.720 --> 00:48:39.520,然后就没有在选立新的牧首
1107,00:48:39.520 --> 00:48:41.580,就是在彼得大帝时期
1108,00:48:41.580 --> 00:48:43.300,废除了牧首之
1109,00:48:43.300 --> 00:48:44.400,之后
1110,00:48:44.400 --> 00:48:47.760,俄罗斯教会就重新归于
1111,00:48:47.760 --> 00:48:48.860,军人坦丁堡
1112,00:48:48.860 --> 00:48:50.720,民意上
1113,00:48:50.720 --> 00:48:53.760,就是重新归于
1114,00:48:53.760 --> 00:48:55.740,军人坦丁堡牧首的统治
1115,00:48:55.740 --> 00:48:56.700,但是实际上
1116,00:48:56.700 --> 00:48:57.440,俄罗斯教会
1117,00:48:57.440 --> 00:48:58.400,是由
1118,00:48:58.400 --> 00:48:59.740,帝国的
1119,00:48:59.740 --> 00:49:01.320,一个行政部门
1120,00:49:01.320 --> 00:49:02.300,就是圣公会议
1121,00:49:02.300 --> 00:49:03.060,在圣彼得堡
1122,00:49:03.060 --> 00:49:04.900,当时的帝国的首都圣彼得堡
1123,00:49:04.900 --> 00:49:06.480,由他来领导
1124,00:49:06.480 --> 00:49:08.940,所以这段时间
1125,00:49:08.940 --> 00:49:11.700,就是形成了一个
1126,00:49:11.700 --> 00:49:13.800,就是一个比较特殊的
1127,00:49:13.800 --> 00:49:14.840,一个机制
1128,00:49:14.840 --> 00:49:16.540,就是民意上
1129,00:49:16.540 --> 00:49:18.420,莫斯科牧首被废除了
1130,00:49:18.420 --> 00:49:19.620,俄罗斯教会
1131,00:49:19.620 --> 00:49:20.500,民意上的领导人
1132,00:49:20.500 --> 00:49:21.360,军人坦丁堡牧首
1133,00:49:21.360 --> 00:49:22.840,但是实际上
1134,00:49:22.840 --> 00:49:24.680,由于俄罗斯帝国
1135,00:49:24.680 --> 00:49:26.300,是唯一的
1136,00:49:26.300 --> 00:49:28.700,就是没有被
1137,00:49:28.700 --> 00:49:29.940,异教徒
1138,00:49:29.940 --> 00:49:31.300,没有被穆斯林统治的
1139,00:49:31.300 --> 00:49:32.140,东正教国家
1140,00:49:32.140 --> 00:49:34.860,所以实际上
1141,00:49:34.860 --> 00:49:35.900,军人坦丁堡牧首
1142,00:49:35.900 --> 00:49:37.260,他是被
1143,00:49:37.260 --> 00:49:39.260,俄罗斯帝国保护的
1144,00:49:39.260 --> 00:49:42.960,就是当时奥斯曼帝国
1145,00:49:42.960 --> 00:49:43.760,就是说如果
1146,00:49:43.760 --> 00:49:46.620,说天主教徒
1147,00:49:46.620 --> 00:49:47.740,是由法国保护的话
1148,00:49:47.740 --> 00:49:48.940,那么东正教徒
1149,00:49:48.940 --> 00:49:51.580,某种程度上可以说是由俄罗斯帝国
1150,00:49:51.580 --> 00:49:52.740,来保护
1151,00:49:52.740 --> 00:49:58.860,所以俄罗斯教会对于奥斯曼帝国基督徒的保护
1152,00:49:58.860 --> 00:50:01.820,就是某种程度上有保教权
1153,00:50:01.820 --> 00:50:05.160,当时的很多
1154,00:50:05.160 --> 00:50:08.560,希腊籍的主教也活跃于俄罗斯帝国
1155,00:50:08.560 --> 00:50:11.300,比如说在叶卡吉雷纳女皇
1156,00:50:11.300 --> 00:50:12.940,叶卡吉雷纳二世时期
1157,00:50:12.940 --> 00:50:15.020,阿斯特拉罕
1158,00:50:15.020 --> 00:50:21.320,就是那个富尔加河流入黑海的重要的城市
1159,00:50:21.320 --> 00:50:24.940,就是曾经经常韩国的首都
1160,00:50:24.940 --> 00:50:27.600,萨莱也在阿斯特拉罕地区
1161,00:50:27.600 --> 00:50:29.580,就是帝国南部重要的城市
1162,00:50:29.580 --> 00:50:32.780,就是当时的独主教也是一位重要的神学家
1163,00:50:32.780 --> 00:50:34.780,尼奇弗鲁斯
1164,00:50:34.780 --> 00:50:37.420,塞奥托基斯
1165,00:50:37.420 --> 00:50:39.780,尼奇弗洛斯
1166,00:50:39.780 --> 00:50:41.420,迪奥多克斯
1167,00:50:41.420 --> 00:50:45.260,就是当时在俄罗斯帝国的一位希腊籍主教
1168,00:50:45.260 --> 00:50:47.660,就是说他也积极
1169,00:50:47.660 --> 00:50:49.660,就是为当时的俄罗斯帝国
1170,00:50:49.660 --> 00:50:52.380,为叶卡吉雷纳二世女皇服务
1171,00:50:52.380 --> 00:50:55.100,就是宣扬俄罗斯帝国
1172,00:50:55.100 --> 00:51:00.300,对于整个东勒教世界的领导和保护地位
1173,00:51:00.300 --> 00:51:05.660,就是对其进行宣扬
1174,00:51:05.660 --> 00:51:12.300,然后当时在东勒马帝国灭亡之后
1175,00:51:12.300 --> 00:51:14.220,当时有一个第三罗马的观念
1176,00:51:14.220 --> 00:51:16.540,是当时的匹斯罗夫的菲洛
1177,00:51:16.540 --> 00:51:23.900,菲洛菲是他宣传的
1178,00:51:23.900 --> 00:51:25.900,就是第一个罗马是古罗马
1179,00:51:25.900 --> 00:51:27.920,首都就是意大利的罗马
1180,00:51:27.920 --> 00:51:29.860,第二罗马就是新罗马
1181,00:51:29.860 --> 00:51:33.100,而第三罗马就是莫斯科
1182,00:51:33.100 --> 00:51:39.180,由于就是当时的莫斯科大公
1183,00:51:39.180 --> 00:51:43.220,也娶了多罗马帝国的末代公主
1184,00:51:43.220 --> 00:51:44.920,所以在血统上
1185,00:51:44.920 --> 00:51:46.200,就是也可以说
1186,00:51:46.200 --> 00:51:49.520,有这个东罗马的这个继承权
1187,00:51:49.520 --> 00:51:53.360,就成为了东正教的中心
1188,00:51:53.360 --> 00:51:55.360,所以他说
1189,00:51:55.360 --> 00:51:58.420,这应该就是怎么说呢
1190,00:51:58.420 --> 00:52:00.840,可以说是比较接近于这个斯拉夫语的
1191,00:52:00.840 --> 00:52:02.040,也可以说是古俄语
1192,00:52:02.040 --> 00:52:16.880,就是两个罗马已经消失了
1193,00:52:16.880 --> 00:52:18.360,古罗马和新罗马
1194,00:52:18.360 --> 00:52:21.680,就是把豆沙已经陷落了
1195,00:52:21.680 --> 00:52:24.240,就是现在是第三罗马
1196,00:52:24.240 --> 00:52:25.520,第三罗马新起了
1197,00:52:25.520 --> 00:52:28.860,将来不会有第四罗马
1198,00:52:28.860 --> 00:52:31.300,就是说到第三罗马的观念
1199,00:52:31.300 --> 00:52:33.360,你可以说17世纪当时的尼康木首
1200,00:52:33.360 --> 00:52:35.380,莫斯科木首尼康木首的改革
1201,00:52:35.380 --> 00:52:36.880,也是受到第三罗马的影响
1202,00:52:36.880 --> 00:52:40.800,就是把一些受到就是俄罗斯当时一些习惯
1203,00:52:40.800 --> 00:52:42.980,俄罗斯教会特有的习惯
1204,00:52:42.980 --> 00:52:43.560,但是这些
1205,00:52:43.560 --> 00:52:45.520,俄罗斯教会的习俗
1206,00:52:45.520 --> 00:52:48.080,比如说就是用两个指头画十字
1207,00:52:48.080 --> 00:52:50.000,可能也不是说俄罗斯本有的
1208,00:52:50.000 --> 00:52:52.460,可能也是从巴尔干地区传来的
1209,00:52:52.460 --> 00:52:53.720,但因为传入比较早
1210,00:52:53.720 --> 00:52:55.640,就被俄罗斯画了
1211,00:52:55.640 --> 00:52:58.420,所以尼康木首就是认为
1212,00:52:58.420 --> 00:53:02.060,如果想让俄罗斯成为东正教的中心
1213,00:53:02.060 --> 00:53:06.000,就是不能这个东正教的礼仪太俄罗斯化
1214,00:53:06.000 --> 00:53:07.040,太俄罗斯本地化
1215,00:53:07.040 --> 00:53:09.300,因为这样就没有这种普世精神
1216,00:53:09.300 --> 00:53:12.300,他有希望更接近就是奥斯曼帝国的
1217,00:53:12.300 --> 00:53:16.420,希腊教会的传统
1218,00:53:16.420 --> 00:53:21.420,所以他就仿照希腊传统的教会进行了改革
1219,00:53:21.420 --> 00:53:25.420,然后他当时在莫斯科教区也建立了新耶路撒冷
1220,00:53:25.420 --> 00:53:26.040,修导院
1221,00:53:26.040 --> 00:53:29.880,所以可以说是受到第三罗马观念的影响
1222,00:53:29.880 --> 00:53:31.460,但是说实话在后世
1223,00:53:31.460 --> 00:53:32.740,其实第三罗马
1224,00:53:32.740 --> 00:53:33.880,就是我跟一些朋友
1225,00:53:33.880 --> 00:53:35.740,就是相关的学者也讨论过
1226,00:53:35.740 --> 00:53:37.620,其实对俄罗斯影响不是很大
1227,00:53:37.620 --> 00:53:40.240,你可以说十六十七世纪有一定的影响
1228,00:53:40.240 --> 00:53:44.100,但后来因为俄罗斯的利益重心是在东欧
1229,00:53:44.100 --> 00:53:46.360,像波兰 普鲁士
1230,00:53:46.360 --> 00:53:48.860,对于巴尔干
1231,00:53:48.860 --> 00:53:51.700,其实就是传统的东正教的中心地区
1232,00:53:51.700 --> 00:53:53.560,其实也没有那么重视
1233,00:53:53.560 --> 00:53:57.220,所以第三罗马的观念
1234,00:53:57.220 --> 00:53:59.620,其实在之后对俄罗斯历史的影响
1235,00:53:59.620 --> 00:54:00.680,其实也不是很大
1236,00:54:00.680 --> 00:54:01.720,但确实是有
1237,00:54:01.720 --> 00:54:04.720,而且对于俄罗斯争取
1238,00:54:04.720 --> 00:54:07.600,就是在东正教世界的领导作用
1239,00:54:07.600 --> 00:54:08.760,也起到了一定的作用
1240,00:54:08.760 --> 00:54:10.260,但是我们不要把他的作用夸大
1241,00:54:10.260 --> 00:54:11.940,这是不符合现实的
1242,00:54:11.940 --> 00:54:16.600,然后我们讲一下奥斯曼时期
1243,00:54:16.600 --> 00:54:17.760,东正教神学的特点
1244,00:54:17.760 --> 00:54:20.780,一个就是受到经验哲学影响明显
1245,00:54:20.780 --> 00:54:22.580,因为在奥斯曼时期
1246,00:54:22.580 --> 00:54:25.020,伊斯兰主导的帝国
1247,00:54:25.020 --> 00:54:29.540,当时的东正教的教育是受到影响的
1248,00:54:29.540 --> 00:54:31.400,所以当时很多东正教的神职人员
1249,00:54:31.400 --> 00:54:35.340,有机会他们是会到西方天主教
1250,00:54:35.340 --> 00:54:40.580,或者这个新教的国家去留学
1251,00:54:40.580 --> 00:54:42.140,比如说到意大利的学校
1252,00:54:42.140 --> 00:54:43.920,到德国的学校去留学
1253,00:54:43.920 --> 00:54:46.360,就多多少少就是受到
1254,00:54:46.360 --> 00:54:49.820,依然在西方流行的经验哲学的影响
1255,00:54:49.820 --> 00:54:53.280,另外就是对于正教经典的整理与出版
1256,00:54:53.280 --> 00:54:56.440,虽然当时可以说整起来说
1257,00:54:56.440 --> 00:54:58.600,奥斯曼时期东正教的神学
1258,00:54:58.600 --> 00:54:59.420,法善可尘
1259,00:54:59.420 --> 00:55:01.780,没有很多的就是创新
1260,00:55:01.780 --> 00:55:03.720,但当时对于很多古代教父
1261,00:55:03.720 --> 00:55:06.720,作品整理出版
1262,00:55:06.720 --> 00:55:08.320,这种传承的作用
